Nama Produk,Harga,Toko,Platform,Rating,Jumlah Terjual,Lokasi Toko,Link Produk,Diskon/Promo
Lacoco Dark Spot Essence,85357,Lacoco Flagship,Shopee,,9379,Probolinggo,https://shopee.co.id/product/766219/167658956,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,143069,Hada Labo Flagship,Shopee,4.8,1061,Batam,https://shopee.co.id/product/974896/422413216,Diskon 20%
Emina Bright Stuff Face Serum,140155,Toko Emina,Tokopedia,"4,6",931,Martapura,https://tokopedia.com/official/product-240453-450070865,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,185168,Hada Labo Center,Tokopedia,4.7,177,Jember,https://tokopedia.com/official/product-370113-832600988,Cashback 5%
Emina Bright Stuff Face Serum,251232,Emina Flagship,Shopee,4.8,4087,Pasuruan,https://shopee.co.id/product/370436/388787795,Diskon 7%
MS Glow Whitening Night Cream,227901,MS Glow Official,Tokopedia,4.7,416,Blitar,https://tokopedia.com/shop/product-978486-422517348,Cashback 5%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,265797,Some By Mi Center,Tokopedia,4.9,2443,Probolinggo,tokopedia.com/shop/product-939344-386236536,Gratis Ongkir
Skintific 5X Ceramide Barrier Repair Moisturizer,263038,Skintific Beauty Store,Tokopedia,5,609,Solo,https://tokopedia.com/official/product-158538-348708143,Cashback 5%
Emina Bright Stuff Face Serum,228749,Emina Official,Shopee,4.8,4319,Kendal,https://shopee.co.id/product/512842/645828996,
Pond's Bright Beauty Triple Glow Serum,37603,Pond's Shop,Tokopedia,"5,0",932,Sidoarjo,https://tokopedia.com/official/product-849478-253341671,
Garnier Bright Complete Serum,251935,Garnier Official Store,Tokopedia,4.7,620,Samarinda,https://tokopedia.com/official/product-206927-37820898,
Azarine Hydramax C Sunscreen Serum,107042,Azarine Flagship,Shopee,5,4271,Padang,shopee.co.id/product/157516/268788336,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,160288,Some By Mi Shop,Shopee,,2242,Purwokerto,https://shopee.co.id/product/823347/92076322,
Lacoco Dark Spot Essence,265.373,Lacoco Shop,Tokopedia,4.7,101,,https://tokopedia.com/shop/product-156478-634287712,Buy 1 Get 1
Erha Acneact Serum,63000,Erha Flagship,Tokopedia,4.9,1609,Pasuruan,https://tokopedia.com/shop/product-524606-413173477,Diskon 20%
Skintific 5X Ceramide Barrier Repair Moisturizer,4815,Toko Skintific,Shopee,4.6,1052,Cirebon,https://shopee.co.id/product/521004/393933464,Bonus Sample
Scarlett Whitening Acne Serum,219443,Scarlett Official,Shopee,4.9,7720,Makassar,https://shopee.co.id/product/742610/74286729,Bonus Sample
MS Glow Whitening Night Cream,167817,MS Glow Center,Shopee,4.7,1448,Bekasi,shopee.co.id/product/413828/277866175,Diskon 5%
NPURE Cica Beat The Sun SPF 50,"28,939",NPURE Beauty Store,Shopee,"4,9",4158,Tegal,https://shopee.co.id/product/342731/261695312,Free Gift
NPURE Cica Beat The Sun SPF 50,,NPURE Official Store,Tokopedia,4.7,3987,Palopo,https://tokopedia.com/official/product-126276-828017103,Diskon 7%
Emina Bright Stuff Face Serum,215348,Toko Emina,Tokopedia,4.7,2627,Jakarta,https://tokopedia.com/shop/product-206949-398959641,
Garnier Bright Complete Serum,249944,Toko Garnier,Tokopedia,4.9,9156,Cirebon,https://tokopedia.com/shop/product-503140-447159661,Gratis Ongkir
NPURE Cica Beat The Sun SPF 50,"35,700",NPURE Center,Tokopedia,,3394,Pontianak,https://tokopedia.com/official/product-100201-756794704,Diskon 10%
Elsheskin Radiant Skin Serum,104527,Elsheskin Shop,Shopee,4.7,907,Yogyakarta,https://shopee.co.id/product/870807/434585140,
Azarine Hydramax C Sunscreen Serum,288396,Azarine Center,Shopee,4.8,2750,Metro,https://shopee.co.id/product/292451/584701909,Diskon 7%
Avoskin Miraculous Refining Serum,Rp113.291,Avoskin Beauty Store,Tokopedia,4.9,295,Parepare,https://tokopedia.com/shop/product-190088-103259969,Diskon 5%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,133080,Hada Labo Official,Shopee,5,3765,Salatiga,https://shopee.co.id/product/851916/272423433,Gratis Ongkir
Pond's Bright Beauty Triple Glow Serum,101263,Pond's Shop,Shopee,4.7,2711,Bekasi,tokopedia.com/shop/product-143686-634772660,Free Gift
The Originote Bakuchiol Skin Barrier Serum,238208,The Originote Center,Shopee,4.6,4968,Blitar,https://shopee.co.id/product/797693/640746328,
Emina Bright Stuff Face Serum,3594756,Emina Official,Tokopedia,5,3946,Semarang,tokopedia.com/official/product-713520-607771033,
The Originote Bakuchiol Skin Barrier Serum,"234,777",Toko The Originote,Shopee,,5344,Yogyakarta,https://shopee.co.id/product/995494/700857243,Diskon 7%
Garnier Bright Complete Serum,85523,Garnier Flagship,Tokopedia,4.8,587,Cirebon,https://tokopedia.com/beauty/product-723387-715912301,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,183242,Hada Labo Shop,Shopee,4.7,974,Gresik,https://tokopedia.com/beauty/product-465261-983043039,buy1 get1
Azarine Hydramax C Sunscreen Serum,283671,Azarine Shop,Shopee,4.6,2156,Batam,https://shopee.co.id/product/180503/631379146,
Whitelab Brightening Face Serum,230002,Whitelab Beauty Store,Shopee,4.8,712,Madiun,https://shopee.co.id/product/481191/874332486,
Olay Total Effects 7 in One Day Cream,153812,Olay Flagship,Tokopedia,,1570,Madiun,https://tokopedia.com/official/product-568646-587875726,buy1 get1
Citra Pearl Fair UV Face Cream,198852,Citra Official Store,Shopee,5,1423,Yogyakarta,https://shopee.co.id/product/838591/418176966,Diskon 20%
Azarine Hydramax C Sunscreen Serum,Rp91.607,Azarine Official,Tokopedia,4.9,4851,Martapura,https://tokopedia.com/beauty/product-743497-884265271,Cashback 5%
Olay Total Effects 7 in One Day Cream,88380,Olay Official,Shopee,4.7,537,Karawang,https://shopee.co.id/product/907901/985171843,diskon 7%
Garnier Bright Complete Serum,3499200,Garnier Center,Tokopedia,4.8,3173,Makassar,https://tokopedia.com/official/product-635915-567529707,Diskon 7%
Whitelab Brightening Face Serum,255286,Toko Whitelab,Tokopedia,4.7,3218,Padang,https://tokopedia.com/shop/product-401678-724538726,Buy 1 Get 1
Olay Total Effects 7 in One Day Cream,191361,Olay Center,Shopee,,2060,Banjarmasin,https://tokopedia.com/shop/product-754395-553559625,
Pond's Bright Beauty Triple Glow Serum,281144,Toko Pond's,Shopee,4.8,4781,Sidoarjo,https://shopee.co.id/product/884288/780077399,Cashback 5%
Emina Bright Stuff Face Serum,75.382,Emina Official Store,Shopee,4.7,864,Pangkalan Bun,https://shopee.co.id/product/531690/850327047,
MS Glow Whitening Night Cream,"225,684",MS Glow Shop,Tokopedia,4.7,6045,Cirebon,https://tokopedia.com/beauty/product-247869-92471254,
Elsheskin Radiant Skin Serum,69881,Elsheskin Flagship,Shopee,4.7,1906,Batam,https://shopee.co.id/product/610296/365643927,
Skintific 5X Ceramide Barrier Repair Moisturizer,86227,Skintific Beauty Store,Tokopedia,,377,Karawang,https://tokopedia.com/official/product-475259-731521331,buy1 get1
Elsheskin Radiant Skin Serum,225669,Elsheskin Beauty Store,Tokopedia,5,7170,Denpasar,,diskon 20%
The Originote Bakuchiol Skin Barrier Serum,68.531,The Originote Center,Shopee,4.6,4968,Balikpapan,https://shopee.co.id/product/856053/629572652,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,151255,Some By Mi Official Store,Tokopedia,4.9,632,Balikpapan,https://tokopedia.com/shop/product-758281-394874665,Buy 1 Get 1
MS Glow Whitening Night Cream,62039,MS Glow Shop,tokopedia,4.6,,Karawang,,
Erha Acneact Serum,Rp214.148,Erha Center,shopee,4.8,2159,Cilacap,https://shopee.co.id/product/421521/257596077,Diskon 8%
Erha Acneact Serum,168374,Erha Shop,Shopee,4.9,4317,Pontianak,https://shopee.co.id/product/573531/958715156,Bonus Sample
Garnier Bright Complete Serum,103190,Garnier Shop,Tokopedia,4.6,3751,Purwokerto,https://tokopedia.com/official/product-557893-730917436,Diskon 5%
Whitelab Brightening Face Serum,224526,Whitelab Beauty Store,Tokopedia,4.9,672,Batam,https://tokopedia.com/shop/product-882259-362049515,free gift
Azarine Hydramax C Sunscreen Serum,227.754,Toko Azarine,Shopee,4.9,2139,Madiun,https://shopee.co.id/product/657006/19752833,buy1 get1
MS Glow Whitening Night Cream,78899,MS Glow Shop,Tokopedia,4.7,7863,Sukabumi,,
Olay Total Effects 7 in One Day Cream,221926,Olay Shop,Tokopedia,4.9,967,Bandung,https://tokopedia.com/official/product-855467-225212526,
The Originote Bakuchiol Skin Barrier Serum,"155,460",The Originote Official,Shopee,4.8,1509,Batam,https://shopee.co.id/product/100019/212966524,buy1 get1
Elsheskin Radiant Skin Serum,290711,Elsheskin Official,Tokopedia,4.7,3307,Madiun,https://tokopedia.com/official/product-276140-567746073,Diskon 10%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,138702,Hada Labo Beauty Store,Shopee,4.9,5929,Solo,https://shopee.co.id/product/108426/428853916,Free Gift
Pond's Bright Beauty Triple Glow Serum,285804,Pond's Flagship,Tokopedia,4.7,4782,Tangerang,https://tokopedia.com/beauty/product-159418-717611647,
MS Glow Whitening Night Cream,76203,MS Glow Shop,Tokopedia,"4,8",457,Blitar,https://tokopedia.com/beauty/product-197223-771379639,Diskon 15%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,2866812,Some By Mi Official Store,Shopee,5,3354,Kendal,https://shopee.co.id/product/634793/231189780,bonus sample
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp90.737,Hada Labo Official,Tokopedia,4.8,6719,Makassar,https://tokopedia.com/shop/pr0duct-652488-690376378,Free Gift
Whitelab Brightening Face Serum,158341,Whitelab Official Store,Tokopedia,,4502,Magelang,https://tokopedia.com/shop/product-783448-348345651,
Erha Acneact Serum,"273,731",Erha Official,Shopee,4.8,960,Cilacap,https://shopee.co.id/product/507749/142710302,Diskon 9%
Emina Bright Stuff Face Serum,183333,Emina Official,Tokopedia,"4,8",1739,Karawang,https://tokopedia.com/official/product-290317-83298835,
Emina Bright Stuff Face Serum,82253,Emina Beauty Store,Shopee,,sedikit,Palopo,,
Citra Pearl Fair UV Face Cream,168543,Citra Shop,Tokopedia,4.6,9946,Ciamis,https://tokopedia.com/shop/product-893090-580904588,buy1 get1
Some By Mi AHA BHA PHA 30 Days Miracle Serum,139119,Some By Mi Official,Tokopedia,5,7224,Tegal,https://tokopedia.com/shop/product-914192-574245342,
Erha Acneact Serum,140224,Erha Shop,Shopee,4.9,6719,Pontianak,https://shopee.co.id/product/577251/652863095,CASHBACK 5%
Somethinc Niacinamide Moisture Sabi Beet Serum,70407,Somethinc Official,Shopee,4.6,5070,Sidoarjo,https://shopee.co.id/product/521977/970661435,
Some By Mi AHA BHA PHA 30 Days Miracle Serum,111574,Some By Mi Shop,Tokopedia,4.9,2021,Pangkalan Bun,https://tokopedia.com/official/product-855593-414690481,
The Originote Bakuchiol Skin Barrier Serum,251732,The Originote Flagship,Shopee,,340,Batam,https://shopee.co.id/product/201151/357978770,Diskon 12%
Avoskin Miraculous Refining Serum,243838,Avoskin Beauty Store,Tokopedia,4.9,533,Bekasi,https://tokopedia.com/official/product-602638-998975483,
Garnier Bright Complete Serum,102461,Garnier Flagship,Tokopedia,4.8,1025,Parepare,https://tokopedia.com/shop/product-848444-644976759,
Wardah Lightening Day Cream Advanced Niacinamide,217149,Wardah Shop,Tokopedia,4.6,2302,Pangkalan Bun,,
NPURE Cica Beat The Sun SPF 50,102003,NPURE Official Store,Shopee,5,2655,Yogyakarta,https://shopee.co.id/product/225124/835866239,Diskon 20%
MS Glow Whitening Night Cream,34439,MS Glow Official Store,Tokopedia,,407,Pasuruan,https://tokopedia.com/shop/product-528834-864859371,
MS Glow Whitening Night Cream,152029,MS Glow Official Store,Shopee,,3373,Jakarta,https://shopee.co.id/product/916861/199936275,
NPURE Cica Beat The Sun SPF 50,144729,NPURE Flagship,Shopee,4.7,512,Blitar,https://shopee.co.id/product/672813/444933023,Diskon 10%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,254201,Hada Labo Official Store,Tokopedia,,3098,Manado,https://tokopedia.com/official/product-236919-586805853,Buy 1 Get 1
MS Glow Whitening Night Cream,164943,MS Glow Flagship,Tokopedia,4.7,8199,Palembang,https://tokopedia.com/beauty/product-445704-413810570,Free Gift
NPURE Cica Beat The Sun SPF 50,146040,NPURE Official Store,Shopee,"5,0",4916,Samarinda,https://shopee.co.id/product/313647/4959516,Gratis Ongkir
NPURE Cica Beat The Sun SPF 50,Rp90.737,NPURE Center,Tokopedia,4.8,453,Kudus,https://tokopedia.com/shop/pr0duct-652488-690376378,Free Gift
Somethinc Niacinamide Moisture Sabi Beet Serum,209634,Somethinc Official Store,Tokopedia,4.6,9204,Karawang,,Diskon 7%
Scarlett Whitening Acne Serum,102560,Scarlett Official Store,Tokopedia,4.8,3698,Ciamis,https://tokopedia.com/beauty/product-161636-26334213,Diskon 20%
Azarine Hydramax C Sunscreen Serum,247697,Azarine Flagship,Shopee,4.9,4494,Pangkalan Bun,https://shopee.co.id/product/706506/580326080,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,53659,Hada Labo Flagship,Shopee,,3326,Banyuwangi,shopee.co.id/product/730783/789914482,
Lacoco Dark Spot Essence,4283,Toko Lacoco,Tokopedia,"4,6",509,Balikpapan,https://tokopedia.com/beauty/product-907853-74585433,
Skintific 5X Ceramide Barrier Repair Moisturizer,174726,Skintific Shop,Tokopedia,"4,8",1043,Sukabumi,https://tokopedia.com/official/product-971654-537310649,Buy 1 Get 1
Avoskin Miraculous Refining Serum,69109,Avoskin Flagship,Tokopedia,4.8,2509,Tegal,https://tokopedia.com/shop/product-511813-250744967,buy1 get1
Azarine Hydramax C Sunscreen Serum,2601,Azarine Center,Shopee,,8668,Sukabumi,https://shopee.co.id/product/804289/201782629,Free Gift
The Originote Bakuchiol Skin Barrier Serum,292507,The Originote Center,Tokopedia,4.7,4028,Cilacap,https://tokopedia.com/beauty/pr0duct-475446-658316145,Diskon 5%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp90.737,Hada Labo Official,Tokopedia,4.8,1195,Denpasar,https://tokopedia.com/shop/pr0duct-652488-690376378,Free Gift
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp244.673,Toko Hada Labo,Tokopedia,4.9,3279,Blitar,https://tokopedia.com/official/product-650594-490939768,
Wardah Lightening Day Cream Advanced Niacinamide,87351,Toko Wardah,Shopee,4.7,1005,Bekasi,https://shopee.co.id/product/735731/888418201,buy1 get1
MS Glow Whitening Night Cream,225179,MS Glow Official,tokopedia,4.7,921,Bogor,tokopedia.com/official/product-778539-294629370,
Whitelab Brightening Face Serum,234520,Toko Whitelab,Shopee,4.7,818,Batam,https://shopee.co.id/product/903733/161352075,DISKON 5%
Azarine Hydramax C Sunscreen Serum,76203,Azarine Center,Tokopedia,"4,8",47,Pekanbaru,https://tokopedia.com/beauty/product-197223-771379639,Diskon 15%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,85523,Hada Labo Center,Shopee,4.8,2991,Gresik,https://tokopedia.com/beauty/product-723387-715912301,
Pond's Bright Beauty Triple Glow Serum,Rp85.599,Pond's Center,Tokopedia,4.9,441,Metro,https://tokopedia.com/official/product-110799-62891121,Diskon 15%
Erha Acneact Serum,Rp71.222,Erha Center,Tokopedia,4.7,3912,Samarinda,https://tokopedia.com/official/product-461813-498057084,cashback 5%
NPURE Cica Beat The Sun SPF 50,,NPURE Official,Shopee,"5,0",718,Samarinda,https://shopee.co.id/product/988814/828068263,Diskon 8%
MS Glow Whitening Night Cream,38702,MS Glow Center,Shopee,4.6,1192,Pasuruan,https://shopee.co.id/product/358262/199769944,
Olay Total Effects 7 in One Day Cream,144160,Toko Olay,Tokopedia,"5,0",4140,Probolinggo,https://tokopedia.com/beauty/product-651015-726258993,
Erha Acneact Serum,167637,Erha Official,Tokopedia,4.6,986,Probolinggo,https://tokopedia.com/beauty/product-625054-46201342,Diskon 9%
Lacoco Dark Spot Essence,211494,Lacoco Center,Tokopedia,4.7,7706,Bekasi,https://tokopedia.com/beauty/product-897115-326979336,
Erha Acneact Serum,230412,Erha Flagship,Shopee,4.7,1173,Ciamis,https://shopee.co.id/product/688817/241414693,Diskon 20%
Pond's Bright Beauty Triple Glow Serum,263619,Pond's Center,Shopee,"5,0",1751,Blitar,https://shopee.co.id/product/287773/221351408,diskon 7%
MS Glow Whitening Night Cream,91395,MS Glow Official,Tokopedia,4.9,620,Tangerang,https://tokopedia.com/beauty/product-398008-400190511,
NPURE Cica Beat The Sun SPF 50,241465,NPURE Center,Tokopedia,4.9,163,Pasuruan,https://tokopedia.com/official/product-674836-71973209,Diskon 7%
Pond's Bright Beauty Triple Glow Serum,208285,Pond's Center,tokopedia,4.6,3520,Ciamis,https://tokopedia.com/shop/product-677822-544371527,Diskon 9%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,60407,Some By Mi Shop,Shopee,4.7,5883,Balikpapan,https://shopee.co.id/product/141878/931200985,Voucher 20K
The Originote Bakuchiol Skin Barrier Serum,,The Originote Shop,Tokopedia,4.7,1214,Yogyakarta,https://tokopedia.com/beauty/product-497710-119715799,
Pond's Bright Beauty Triple Glow Serum,47096,Pond's Official,Tokopedia,4.7,6380,Jember,https://tokopedia.com/shop/product-453733-804447934,
MS Glow Whitening Night Cream,177567,MS Glow Official,Shopee,5,381,Pekanbaru,https://shopee.co.id/product/789816/530241824,Free Gift
Citra Pearl Fair UV Face Cream,249467,Citra Shop,Shopee,4.7,4198,Malang,https://shopee.co.id/product/478470/710361254,
Citra Pearl Fair UV Face Cream,227.754,Citra Official Store,Shopee,4.9,790,Manado,https://shopee.co.id/product/657006/19752833,buy1 get1
Some By Mi AHA BHA PHA 30 Days Miracle Serum,245476,Some By Mi Official Store,Tokopedia,,9781,Banjarmasin,tokopedia.com/official/product-216733-41970277,Bonus Sample
Garnier Bright Complete Serum,74036,Garnier Official,Tokopedia,5,7082,Gresik,https://tokopedia.com/beauty/product-306810-229138119,Buy 1 Get 1
Lacoco Dark Spot Essence,268652,Lacoco Flagship,Shopee,,8990,Kudus,https://shopee.co.id/product/285059/651357040,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp255.086,Hada Labo Shop,Tokopedia,4.6,2756,Samarinda,https://tokopedia.com/beauty/product-912594-658702141,Diskon 10%
Garnier Bright Complete Serum,161183,Toko Garnier,Shopee,5,660,Sukabumi,https://shopee.co.id/product/494267/739300213,Cashback 5%
MS Glow Whitening Night Cream,132478,MS Glow Center,Tokopedia,4.9,3125,Bogor,https://tokopedia.com/official/product-246939-827251878,Diskon 20%
The Originote Bakuchiol Skin Barrier Serum,272.855,The Originote Official Store,Shopee,4.7,40,Kudus,shopee.co.id/product/993106/721417341,buy1 get1
Azarine Hydramax C Sunscreen Serum,53662,Azarine Shop,Tokopedia,4.9,4809,Jember,https://tokopedia.com/official/product-617125-149436428,Diskon 9%
Lacoco Dark Spot Essence,229221,Lacoco Flagship,Tokopedia,4.7,1628,Jember,https://tokopedia.com/shop/product-242846-868042340,Diskon 7%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp78.232,Hada Labo Official,Tokopedia,,979,Pontianak,https://tokopedia.com/beauty/product-299880-452659133,
Whitelab Brightening Face Serum,52800,Whitelab Shop,Tokopedia,4.9,944,DEPOK,https://tokopedia.com/shop/product-864259-190964906,Free Gift
Some By Mi AHA BHA PHA 30 Days Miracle Serum,29765,Some By Mi Shop,Shopee,4.8,2883,Parepare,https://shopee.co.id/product/622648/814955836,Voucher 20K
Olay Total Effects 7 in One Day Cream,121627,Olay Official Store,Tokopedia,4.9,1915,Karawang,https://tokopedia.com/shop/product-674868-626923250,
Azarine Hydramax C Sunscreen Serum,69134,Azarine Shop,Shopee,4.7,2233,Pekanbaru,https://tokopedia.com/shop/product-996829-32889226,Bonus Sample
Avoskin Miraculous Refining Serum,234.518,Toko Avoskin,Shopee,4.9,1452,Tegal,https://shopee.co.id/product/597046/675501630,Bonus Sample
Skintific 5X Ceramide Barrier Repair Moisturizer,3733,Skintific Official Store,Shopee,4.7,1530,Banjarmasin,https://shopee.co.id/product/301913/481333723,Voucher 20K
